4f66A1.pdb1	4f66B1.pdb1
1dowB1.pdb1	1dowA1.pdb1
2doqB1.pdb1	2doqD1.pdb1
4dorC1.pdb2	4dorA1.pdb2
5dokB1.pdb3	5dokB2.pdb3
5dolB1.pdb1	5dolA2.pdb1
5do7B1.pdb1	5do7A1.pdb1
4dohA1.pdb1	4dohR1.pdb1
6df3C1.pdb1	6df3H1.pdb1
4dohR1.pdb1	4dohB1.pdb1
4dowC1.pdb1	4dowA1.pdb1
5dowD1.pdb2	5dowC1.pdb2
3doeA1.pdb1	3doeB1.pdb1
5do6A2.pdb1	5do6B2.pdb1
3do8A1.pdb1	3do8B1.pdb1
5docA1.pdb1	5docB1.pdb1
5dotA1.pdb1	5dotB1.pdb1
4a6hB1.pdb1	4a6hD1.pdb1
6a69B1.pdb1	6a69A1.pdb1
6a6iA1.pdb1	6a6iB1.pdb1
4a69D1.pdb2	4a69B1.pdb2
1z72A1.pdb1	1z72B1.pdb1
1a6fA2.pdb2	1a6fA1.pdb2
2a6cA1.pdb1	2a6cA2.pdb1
4a62D1.pdb2	4a62B1.pdb2
6a68A2.pdb1	6a68A1.pdb1
6a6fB1.pdb1	6a6fA1.pdb1
6a6wB1.pdb1	6a6wA1.pdb1
4cg5B1.pdb1	4cg5C1.pdb1
4cg7A1.pdb1	4cg7C1.pdb1
6a6gC1.pdb1	6a6gA1.pdb1
5a62A2.pdb1	5a62A1.pdb1
6a6xB1.pdb1	6a6xC1.pdb1
6a6xD1.pdb1	6a6xC1.pdb1
5f1bC1.pdb1	5f1bA1.pdb1
5jnoB1.pdb1	5jnoA1.pdb1
5jnbA1.pdb1	5jnbE1.pdb1
5jnpA1.pdb3	5jnpB1.pdb3
5jneG1.pdb2	5jneE1.pdb2
5jneE1.pdb2	5jneF1.pdb2
5jneE1.pdb2	5jneH1.pdb2
5jneF1.pdb2	5jneH1.pdb2
6jnpD2.pdb1	6jnpA1.pdb1
6jn2B1.pdb1	6jn2B4.pdb1
6jn2B1.pdb1	6jn2A1.pdb1
5jnqA1.pdb1	5jnqA2.pdb1
3l4qB1.pdb2	3l4qD1.pdb2
6epdZ1.pdb1	6epdN1.pdb1
5l4kY1.pdb1	5l4kQ1.pdb1
3l4gN1.pdb4	3l4gM1.pdb4
3l49C1.pdb6	3l49D1.pdb6
2l48A1.pdb1	2l48B1.pdb1
1l4aE1.pdb1	1l4aB1.pdb1
3l4fD1.pdb1	3l4fA1.pdb1
3l4fB1.pdb1	3l4fA1.pdb1
3p9vA1.pdb1	3p9vB2.pdb1
1p9hA1.pdb1	1p9hA3.pdb1
2p9xC2.pdb2	2p9xB2.pdb2
1np6A1.pdb1	1np6B1.pdb1
4p93A1.pdb1	4p93B1.pdb1
2p90A1.pdb1	2p90C1.pdb1
1p91B1.pdb1	1p91A1.pdb1
3p9aE1.pdb1	3p9aD1.pdb1
2p97B1.pdb2	2p97A1.pdb2
1p9iA2.pdb1	1p9iA1.pdb1
5mx2v1.pdb2	5mx2r1.pdb2
5mx2k1.pdb2	5mx2r1.pdb2
5mx2t1.pdb2	5mx2r1.pdb2
4ub8R1.pdb1	4ub8J1.pdb1
5mx2b1.pdb2	5mx2r1.pdb2
5mx2y1.pdb2	5mx2r1.pdb2
5mx2d1.pdb2	5mx2r1.pdb2
5mx2h1.pdb2	5mx2r1.pdb2
5mx2z1.pdb2	5mx2r1.pdb2
5mx2o1.pdb2	5mx2r1.pdb2
5mx2l1.pdb2	5mx2r1.pdb2
5mx2i1.pdb2	5mx2r1.pdb2
6mxvB1.pdb1	6mxvA1.pdb1
3mxwA1.pdb1	3mxwH1.pdb1
3mxwA1.pdb1	3mxwL1.pdb1
5mxn31.pdb1	5mxnC1.pdb1
4mxwS1.pdb1	4mxwY1.pdb1
4mxwZ1.pdb1	4mxwY1.pdb1
4mxwZ1.pdb1	4mxwX1.pdb1
3mxqC1.pdb1	3mxqD1.pdb1
4mxtA1.pdb1	4mxtA2.pdb1
5mx5L1.pdb2	5mx5M1.pdb2
3mx1A2.pdb1	3mx1A1.pdb1
6mxtN1.pdb1	6mxtA1.pdb1
1yq8A1.pdb1	1yq8A2.pdb1
2yqyA1.pdb3	2yqyA2.pdb3
5yqgD1.pdb1	5yqgF1.pdb1
4yqxM1.pdb2	4yqxN1.pdb2
5yqzP1.pdb1	5yqzR1.pdb1
1yqgA2.pdb1	1yqgA1.pdb1
1yqhA2.pdb1	1yqhA1.pdb1
6ajmE1.pdb1	6ajmC1.pdb1
1gteA1.pdb1	1gteB1.pdb1
6gtqC1.pdb1	6gtqA1.pdb1
5gtif1.pdb2	5gtic1.pdb2
5gtix1.pdb2	5gtic1.pdb2
5gtic1.pdb2	5gtib1.pdb2
5gtic1.pdb2	5gtie1.pdb2
5gtic1.pdb2	5gtih1.pdb2
5gtic1.pdb2	5gtim1.pdb2
5gtbA1.pdb1	5gtbB1.pdb1
3kjjJ3.pdb4	3kjjJ2.pdb4
1vr4B1.pdb1	1vr4A1.pdb1
5gtuA1.pdb1	5gtuB1.pdb1
5gt5B1.pdb1	5gt5A1.pdb1
3gtyX1.pdb1	3gtyS1.pdb1
5y2zE1.pdb3	5y2zF1.pdb3
4y2oA1.pdb1	4y2oB1.pdb1
5y27A1.pdb1	5y27B1.pdb1
5y2dF1.pdb1	5y2dA1.pdb1
5y21A1.pdb1	5y21C1.pdb1
1qa9B1.pdb1	1qa9A1.pdb1
4qaeR1.pdb3	4qaeC1.pdb3
4qafA1.pdb1	4qafD1.pdb1
4qamB1.pdb1	4qamA1.pdb1
1havA2.pdb2	1havB1.pdb2
4qayA2.pdb2	4qayA1.pdb2
2qaiB1.pdb1	2qaiA1.pdb1
2i7rA1.pdb1	2i7rB1.pdb1
3i7dB1.pdb1	3i7dA1.pdb1
5i7kB1.pdb3	5i7kA1.pdb3
3i7kA1.pdb1	3i7kB1.pdb1
1i78B1.pdb4	1i78A2.pdb4
3i7pB1.pdb1	3i7pA1.pdb1
3i7hB1.pdb1	3i7hA1.pdb1
2i71B2.pdb2	2i71A1.pdb2
4i7dB1.pdb1	4i7dA1.pdb1
2i76B1.pdb1	2i76A1.pdb1
2i79B1.pdb2	2i79C1.pdb2
3i71B1.pdb2	3i71A1.pdb2
5i72A5.pdb1	5i72B5.pdb1
6i7sA1.pdb1	6i7sG1.pdb1
3i7nA1.pdb1	3i7nB1.pdb1
4i7cC1.pdb2	4i7cD1.pdb2
6i7tD1.pdb1	6i7tC1.pdb1
3i7oB1.pdb1	3i7oA1.pdb1
1s12A1.pdb1	1s12D1.pdb1
3s1kV1.pdb1	3s1kB1.pdb1
4s1aA1.pdb1	4s1aB1.pdb1
4s1bA1.pdb3	4s1bD2.pdb3
1s1cY1.pdb1	1s1cA1.pdb1
4s12A1.pdb1	4s12A2.pdb1
3s1bV1.pdb1	3s1bA1.pdb1
1uzxA1.pdb1	1uzxB1.pdb1
6h1fB1.pdb1	6h1fA1.pdb1
3k8aB1.pdb1	3k8aA1.pdb1
3k8rB1.pdb1	3k8rA1.pdb1
4k81B1.pdb1	4k81A1.pdb1
3k8jA1.pdb1	3k8jA2.pdb1
3k8vA1.pdb3	3k8vB2.pdb3
5k8pB1.pdb1	5k8pA1.pdb1
5k8mD2.pdb1	5k8mA3.pdb1
4k80A1.pdb2	4k80A2.pdb2
5k8cA2.pdb1	5k8cA1.pdb1
3k8pC1.pdb1	3k8pD1.pdb1
1k8rB1.pdb1	1k8rA1.pdb1
5k8bB1.pdb1	5k8bA1.pdb1
5sy1C1.pdb1	5sy1A1.pdb1
4j2nD1.pdb1	4j2nB1.pdb1
4j2cB1.pdb1	4j2cA1.pdb1
4j2gB1.pdb3	4j2gA1.pdb3
3j2mV1.pdb1	3j2mB1.pdb1
6j2gA1.pdb1	6j2gC1.pdb1
4j29A2.pdb1	4j29A1.pdb1
2j2zB1.pdb1	2j2zB2.pdb1
4j24C1.pdb3	4j24K1.pdb3
1j2jB1.pdb1	1j2jA1.pdb1
4j26A1.pdb1	4j26I1.pdb1
1j27A2.pdb2	1j27A1.pdb2
5j2lB1.pdb1	5j2lA1.pdb1
1j2xA1.pdb1	1j2xB1.pdb1
5j2zA1.pdb2	5j2zA2.pdb2
5j26B1.pdb1	5j26A1.pdb1
1b8hD1.pdb1	1b8hB1.pdb1
3b8fD1.pdb1	3b8fA1.pdb1
2rblB1.pdb1	2rblA1.pdb1
3b82F1.pdb3	3b82E1.pdb3
4b8xA1.pdb1	4b8xB1.pdb1
3b85A1.pdb1	3b85B1.pdb1
2b81A2.pdb4	2b81B2.pdb4
4b7yB1.pdb1	4b7yD1.pdb1
4b86E1.pdb2	4b86F1.pdb2
4b8cA1.pdb1	4b8cD1.pdb1
4b8cA1.pdb1	4b8cF1.pdb1
4b8cD1.pdb1	4b8cH1.pdb1
4b8vA1.pdb1	4b8vA2.pdb1
2b8mA1.pdb1	2b8mA2.pdb1
4b8bA1.pdb1	4b8bB1.pdb1
3b81A2.pdb1	3b81A1.pdb1
6b8oC1.pdb1	6b8oA1.pdb1
3b8lC1.pdb1	3b8lB1.pdb1
3b8pB1.pdb1	3b8pD1.pdb1
5b83B1.pdb1	5b83A1.pdb1
5b83B1.pdb1	5b83C1.pdb1
3rxyC1.pdb2	3rxyB1.pdb2
4rx1B1.pdb3	4rx1A1.pdb3
1rxzA3.pdb1	1rxzB3.pdb1
1rxqC1.pdb3	1rxqB1.pdb3
3rx6A2.pdb1	3rx6A1.pdb1
1rxmA3.pdb1	1rxmB3.pdb1
4rxjA1.pdb1	4rxjA2.pdb1
2b0oE1.pdb3	2b0oF1.pdb3
4b0mB1.pdb1	4b0mA1.pdb1
4b0fC1.pdb1	4b0fE1.pdb1
4b0tB1.pdb1	4b0tA1.pdb1
3b08G1.pdb3	3b08H1.pdb3
2b0vA1.pdb2	2b0vA2.pdb2
3b09A2.pdb1	3b09A1.pdb1
4b09A1.pdb1	4b09B1.pdb1
5b0hA1.pdb1	5b0hB1.pdb1
5b0oC1.pdb3	5b0oG1.pdb3
5b0oH1.pdb4	5b0oL1.pdb4
1b0nA1.pdb1	1b0nB1.pdb1
6b05B1.pdb1	6b05A1.pdb1
3b0fB1.pdb1	3b0fA1.pdb1
6b0aH1.pdb1	6b0aA1.pdb1
2b0aA1.pdb1	2b0aA2.pdb1
3b0zB1.pdb1	3b0zA1.pdb1
5tmxB1.pdb1	5tmxA1.pdb1
5b0vA1.pdb1	5b0vB1.pdb1
6b0sH1.pdb1	6b0sC1.pdb1
6b0sL1.pdb1	6b0sC1.pdb1
4b0zA1.pdb1	4b0zB1.pdb1
1xe1A2.pdb3	1xe1A1.pdb3
1xewX1.pdb1	1xewY1.pdb1
3chnJ1.pdb1	3chnS1.pdb1
4xekC1.pdb1	4xekA1.pdb1
4xeaA2.pdb1	4xeaA1.pdb1
4fq7B1.pdb1	4fq7A1.pdb1
2xe0A1.pdb3	2xe0B1.pdb3
1xebA1.pdb9	1xebD1.pdb9
5xe7B1.pdb4	5xe7B2.pdb4
1xerA2.pdb1	1xerA1.pdb1
5xevA2.pdb1	5xevA1.pdb1
5xe2A2.pdb1	5xe2A1.pdb1
5xe3A1.pdb1	5xe3E1.pdb1
5xe3F1.pdb1	5xe3E1.pdb1
5ltuB1.pdb1	5ltuA1.pdb1
3lt7F1.pdb2	3lt7E1.pdb2
3ltfC1.pdb1	3ltfD1.pdb1
5ltwF1.pdb2	5ltwG1.pdb2
2p09A2.pdb1	2p09A1.pdb1
2ltyB1.pdb1	2ltyA1.pdb1
1ltxA1.pdb1	1ltxR1.pdb1
4ltnA3.pdb1	4ltnA4.pdb1
2ltoA1.pdb1	2ltoB1.pdb1
1no5B2.pdb5	1no5A1.pdb5
6noyA1.pdb4	6noyB2.pdb4
4nocA1.pdb1	4nocB1.pdb1
1nozB1.pdb2	1nozA1.pdb2
3nogB1.pdb1	3nogD1.pdb1
3nowA1.pdb2	3nowA3.pdb2
3noiB2.pdb1	3noiA1.pdb1
6nopB1.pdb1	6nopA1.pdb1
3no6B1.pdb1	3no6A1.pdb1
2nogB1.pdb1	2nogA1.pdb1
3no4B1.pdb1	3no4A1.pdb1
3no7B1.pdb1	3no7A1.pdb1
4no2C1.pdb1	4no2A1.pdb1
2no2A1.pdb1	2no2A2.pdb1
5nocB1.pdb1	5nocA1.pdb1
5g05L1.pdb1	5g05I1.pdb1
5g05K1.pdb1	5g05B1.pdb1
5g05K1.pdb1	5g05I1.pdb1
5g05K1.pdb1	5g05T1.pdb1
5g05X1.pdb1	5g05I1.pdb1
5g05B1.pdb1	5g05I1.pdb1
5g05G1.pdb1	5g05I1.pdb1
5g05I1.pdb1	5g05T1.pdb1
5g05I1.pdb1	5g05E1.pdb1
5g05I1.pdb1	5g05P1.pdb1
5g05I1.pdb1	5g05M1.pdb1
2obnD1.pdb2	2obnC1.pdb2
3g03B1.pdb1	3g03A1.pdb1
3g0tA1.pdb1	3g0tB1.pdb1
6g07B1.pdb2	6g07Q1.pdb2
2g0iA1.pdb1	2g0iB1.pdb1
2g0bA1.pdb9	2g0bB1.pdb9
1g0yI1.pdb1	1g0yR1.pdb1
1dp5B2.pdb3	1dp5B1.pdb3
1dpjA1.pdb1	1dpjB1.pdb1
3g0kA2.pdb1	3g0kA1.pdb1
5g06J1.pdb1	5g06E1.pdb1
5g06J1.pdb1	5g06C1.pdb1
5g06F1.pdb1	5g06P1.pdb1
5g06B1.pdb1	5g06C1.pdb1
5g06P1.pdb1	5g06I1.pdb1
5g06P1.pdb1	5g06C1.pdb1
2g0cA1.pdb2	2g0cA2.pdb2
6g0yH1.pdb1	6g0yF1.pdb1
4cs9E1.pdb1	4cs9B1.pdb1
6g04B1.pdb1	6g04A1.pdb1
5c6hI1.pdb6	5c6hJ1.pdb6
6o7uo1.pdb1	6o7uc1.pdb1
6c6lL1.pdb1	6c6lM1.pdb1
6c6lL1.pdb1	6c6lA1.pdb1
6o7ug1.pdb1	6o7ub1.pdb1
6o7ua1.pdb1	6o7uc1.pdb1
6o7uc1.pdb1	6o7ud1.pdb1
6o7ub1.pdb1	6o7uc1.pdb1
6c6lM1.pdb1	6c6lO1.pdb1
6o7ua1.pdb1	6o7ue1.pdb1
6o7ua1.pdb1	6o7uf1.pdb1
6c6lA1.pdb1	6c6lN1.pdb1
6c6lB1.pdb1	6c6lN1.pdb1
5c68A1.pdb2	5c68A2.pdb2
5c6dC1.pdb1	5c6dA1.pdb1
6c62B2.pdb1	6c62C2.pdb1
6c62C2.pdb1	6c62D1.pdb1
4c6tB1.pdb1	4c6tA1.pdb1
4c6sA1.pdb1	4c6sA2.pdb1
3c6kB1.pdb1	3c6kA1.pdb1
6c6nA1.pdb1	6c6nB1.pdb1
5c6gA1.pdb1	5c6gB1.pdb1
3c64A2.pdb1	3c64A1.pdb1
3c6fC1.pdb1	3c6fA1.pdb1
5c6tL2.pdb1	5c6tA2.pdb1
5c6tH1.pdb1	5c6tA1.pdb1
3c66A1.pdb1	3c66C1.pdb1
6a0nB1.pdb2	6a0nB2.pdb2
3dzaC1.pdb1	3dzaD1.pdb1
4a0tB1.pdb1	4a0tA1.pdb1
3a0aD1.pdb2	3a0aE1.pdb2
4a0oA1.pdb1	4a0oM1.pdb1
3a0rA2.pdb1	3a0rB2.pdb1
1u6gC1.pdb1	1u6gB1.pdb1
1u6gA1.pdb1	1u6gC1.pdb1
1a0mA1.pdb1	1a0mB1.pdb1
3a03A1.pdb2	3a03A2.pdb2
5gn2C1.pdb2	5gn2D1.pdb2
3gnjD2.pdb2	3gnjC1.pdb2
5gnvA1.pdb1	5gnvB1.pdb1
1f6mH1.pdb2	1f6mF1.pdb2
3gn4B1.pdb1	3gn4A1.pdb1
6gnyC1.pdb1	6gnyA1.pdb1
3gn3A2.pdb1	3gn3B2.pdb1
5gnaA1.pdb1	5gnaB1.pdb1
3gn6B1.pdb5	3gn6A1.pdb5
3kjhA2.pdb1	3kjhA1.pdb1
3kj4H1.pdb1	3kj4A1.pdb1
3kj4B1.pdb2	3kj4D1.pdb2
1kjnB1.pdb1	1kjnA1.pdb1
2dgjA1.pdb1	2dgjB1.pdb1
2jjsB1.pdb2	2jjsD1.pdb2
1kb5A1.pdb1	1kb5B1.pdb1
1kj2B1.pdb1	1kj2H1.pdb1
5hs5B1.pdb1	5hs5A1.pdb1
6hsdD1.pdb2	6hsdB1.pdb2
3hsiA1.pdb1	3hsiC2.pdb1
4hstA1.pdb1	4hstB1.pdb1
2hsbA1.pdb1	2hsbA2.pdb1
3hs3B1.pdb1	3hs3A1.pdb1
1hssB1.pdb1	1hssA1.pdb1
6ebnA1.pdb1	6ebnB1.pdb1
5hszA1.pdb1	5hszK1.pdb1
3hs8A1.pdb1	3hs8P1.pdb1
4hs2A2.pdb1	4hs2A1.pdb1
6h8fA1.pdb1	6h8fB1.pdb1
4hspA2.pdb1	4hspA3.pdb1
2hsnA1.pdb1	2hsnB1.pdb1
2hsnA1.pdb1	2hsnA2.pdb1
3hs9P1.pdb1	3hs9A1.pdb1
1a81G1.pdb1	1a81H1.pdb1
3a8kB1.pdb2	3a8kF1.pdb2
5a8jA2.pdb1	5a8jA1.pdb1
3a8rB1.pdb1	3a8rA1.pdb1
3a8yD1.pdb2	3a8yB1.pdb2
4a8xB1.pdb1	4a8xA1.pdb1
4a8xB1.pdb1	4a8xC1.pdb1
4a8xA1.pdb1	4a8xC1.pdb1
3aj1G1.pdb1	3aj1H1.pdb1
5a99A3.pdb1	5a99A1.pdb1
4a8eA2.pdb1	4a8eA1.pdb1
5csiC1.pdb1	5csiB1.pdb1
3csxA1.pdb2	3csxB2.pdb2
5ls7B3.pdb1	5ls7D3.pdb1
1csgA1.pdb1	1csgB1.pdb1
6cseL1.pdb2	6cseM1.pdb2
6cseC1.pdb1	6cseA1.pdb1
3cs5D1.pdb2	3cs5C1.pdb2
6csvA1.pdb1	6csvC1.pdb1
5csnB1.pdb1	5csnC1.pdb1
5csjB1.pdb1	5csjC1.pdb1
5cszH1.pdb1	5cszD1.pdb1
3csvA1.pdb1	3csvA2.pdb1
2z3oB1.pdb1	2z3oA1.pdb1
1z3iX4.pdb2	1z3iX1.pdb2
2z34D1.pdb1	2z34B1.pdb1
2z34D1.pdb1	2z34C1.pdb1
4z39A1.pdb1	4z39B1.pdb1
5z38J1.pdb2	5z38D1.pdb2
4z3dD1.pdb2	4z3dC1.pdb2
4mn7B1.pdb1	4mn7A1.pdb1
4mmzB1.pdb1	4mmzC1.pdb1
4mmxC1.pdb1	4mmxA1.pdb1
3mmyG1.pdb4	3mmyH1.pdb4
5dudD1.pdb2	5dudC1.pdb2
6mm8D1.pdb1	6mm8C1.pdb1
2mmaA1.pdb1	2mmaB1.pdb1
2mmvB1.pdb1	2mmvA1.pdb1
6mmdB1.pdb1	6mmdA1.pdb1
5mm2A1.pdb1	5mm2B1.pdb1
5mm2A1.pdb1	5mm2C1.pdb1
5mm2B1.pdb1	5mm2C1.pdb1
3mmiA1.pdb3	3mmiB1.pdb3
4eefD1.pdb2	4eefH1.pdb2
4eekA2.pdb2	4eekA1.pdb2
5ee4D1.pdb1	5ee4A1.pdb1
3twkA1.pdb3	3twkB1.pdb3
3mgcA2.pdb2	3mgcA1.pdb2
3eeqA1.pdb1	3eeqB1.pdb1
3eetA1.pdb1	3eetA2.pdb1
1eerA1.pdb1	1eerB1.pdb1
3eeaB1.pdb1	3eeaA1.pdb1
5ee5B1.pdb1	5ee5A1.pdb1
3ve1D1.pdb2	3ve1C1.pdb2
3ve6B1.pdb1	3ve6A1.pdb1
5veyB1.pdb2	5veyA1.pdb2
5veyB1.pdb2	5veyC1.pdb2
5veyA1.pdb2	5veyC1.pdb2
1ve3A1.pdb1	1ve3A2.pdb1
3vepG1.pdb3	3vepE1.pdb3
3vemD1.pdb2	3vemC1.pdb2
5vebY1.pdb2	5vebH1.pdb2
5vebY1.pdb2	5vebL1.pdb2
3ve2A4.pdb1	3ve2B2.pdb1
5ve8E1.pdb2	5ve8B1.pdb2
2lnzB1.pdb1	2lnzA1.pdb1
2verA1.pdb1	2verN1.pdb1
5ve9A1.pdb1	5ve9B1.pdb1
5ve9B1.pdb1	5ve9C1.pdb1
2rbgA1.pdb1	2rbgB1.pdb1
6rbkC2.pdb1	6rbkB2.pdb1
6rbkA2.pdb1	6rbkB3.pdb1
2rbdB1.pdb1	2rbdA1.pdb1
3rbyB1.pdb1	3rbyA1.pdb1
3rbnA1.pdb1	3rbnB1.pdb1
2rb7A1.pdb1	2rb7B1.pdb1
2rbbA1.pdb1	2rbbB1.pdb1
2drmE1.pdb1	2drmA1.pdb1
6druA1.pdb1	6druB1.pdb1
3dr2A1.pdb1	3dr2B1.pdb1
6dreB1.pdb1	6dreA1.pdb1
6dr4A1.pdb1	6dr4D1.pdb1
3dr5A2.pdb1	3dr5A1.pdb1
6drtB1.pdb1	6drtE1.pdb1
3k9mC1.pdb1	3k9mA1.pdb1
3k9bC1.pdb1	3k9bA1.pdb1
4ka0C1.pdb1	4ka0A1.pdb1
3k93A1.pdb1	3k93A2.pdb1
5k9zA1.pdb1	5k9zC1.pdb1
1k9oI1.pdb1	1k9oE1.pdb1
5k9sA1.pdb1	5k9sB1.pdb1
4k90B1.pdb1	4k90A1.pdb1
3k9iA2.pdb1	3k9iA1.pdb1
3k9gA1.pdb1	3k9gA2.pdb1
3k9tA1.pdb1	3k9tA2.pdb1
1sgjC1.pdb1	1sgjB1.pdb1
3sgpA2.pdb1	3sgpB2.pdb1
6sgxC1.pdb1	6sgxB1.pdb1
6sgxC1.pdb1	6sgxA1.pdb1
6sgxF1.pdb1	6sgxC1.pdb1
6sgxG1.pdb1	6sgxB1.pdb1
6sgxF1.pdb1	6sgxA1.pdb1
6sgwI1.pdb1	6sgwA1.pdb1
6sgwJ1.pdb1	6sgwF1.pdb1
6sgeB1.pdb1	6sgeA1.pdb1
3sg8B1.pdb3	3sg8A1.pdb3
4sgbI1.pdb1	4sgbE1.pdb1
2d11E1.pdb1	2d11A1.pdb1
1sgfB1.pdb1	1sgfG1.pdb1
1sg3B3.pdb1	1sg3A3.pdb1
3sgeI1.pdb2	3sgeM1.pdb2
3sgeM1.pdb2	3sgeJ1.pdb2
1sg9B2.pdb2	1sg9B1.pdb2
6sgyB1.pdb1	6sgyA1.pdb1
2vzyB1.pdb1	2vzyA1.pdb1
3vzaD1.pdb1	3vzaF1.pdb1
3vzaB1.pdb1	3vzaF1.pdb1
1vzjI1.pdb1	1vzjC1.pdb1
5vzuB1.pdb1	5vzuA1.pdb1
5vzvC1.pdb1	5vzvA1.pdb1
3vzdA1.pdb1	3vzdE1.pdb1
5vzyA1.pdb1	5vzyH1.pdb1
5vzyA1.pdb1	5vzyL1.pdb1
5vzwB1.pdb1	5vzwG1.pdb1
5vzwF1.pdb1	5vzwD1.pdb1
1vzvA2.pdb1	1vzvA1.pdb1
2vzgB1.pdb1	2vzgA1.pdb1
1vz0G1.pdb2	1vz0B1.pdb2
2vziA1.pdb1	2vziB1.pdb1
2vz8B1.pdb1	2vz8A1.pdb1
2m1lA1.pdb1	2m1lB1.pdb1
2kwoA1.pdb1	2kwoB1.pdb1
3kwvD1.pdb2	3kwvF1.pdb2
5kwyA1.pdb1	5kwyB1.pdb1
5kwyB1.pdb1	5kwyC1.pdb1
2kwfB1.pdb1	2kwfA1.pdb1
3kwrB1.pdb1	3kwrA1.pdb1
3kwcC1.pdb1	3kwcB1.pdb1
2l0fB1.pdb1	2l0fA1.pdb1
2kwiA1.pdb1	2kwiB1.pdb1
2mbbA1.pdb1	2mbbB1.pdb1
2kw3A1.pdb1	2kw3C1.pdb1
2kw3A1.pdb1	2kw3B1.pdb1
3kw0D1.pdb1	3kw0B1.pdb1
5fn3G1.pdb1	5fn3B1.pdb1
5fn3G1.pdb1	5fn3A1.pdb1
6fnpD1.pdb1	6fnpA1.pdb1
6fnzC1.pdb1	6fnzA1.pdb1
5fn8B1.pdb1	5fn8B2.pdb1
6j52C1.pdb2	6j52D1.pdb2
6fnnD1.pdb2	6fnnB1.pdb2
2fnoA1.pdb1	2fnoA2.pdb1
6fn1B1.pdb1	6fn1A1.pdb1
6fn1A1.pdb1	6fn1C1.pdb1
3fnbA1.pdb1	3fnbB1.pdb1
1fn9B1.pdb1	1fn9A1.pdb1
6fnpA1.pdb1	6fnpB1.pdb1
6fndB1.pdb1	6fndA1.pdb1
3fn2B3.pdb1	3fn2A3.pdb1
2fnjC1.pdb1	2fnjA1.pdb1
1ob1B1.pdb1	1ob1C1.pdb1
1ob1C1.pdb1	1ob1A1.pdb1
6obpA1.pdb1	6obpC1.pdb1
6ob1A1.pdb1	6ob1C1.pdb1
5nusA1.pdb1	5nusB1.pdb1
2obbA1.pdb1	2obbA2.pdb1
3obwA2.pdb1	3obwA1.pdb1
4obxD1.pdb2	4obxC1.pdb2
2ob9B3.pdb1	2ob9A2.pdb1
4ay5J1.pdb2	4ay5B1.pdb2
1ay7B1.pdb1	1ay7A1.pdb1
3ayvC1.pdb6	3ayvB1.pdb6
6ayiA1.pdb1	6ayiB1.pdb1
5ayrC1.pdb2	5ayrD1.pdb2
4ayzB1.pdb1	4ayzA1.pdb1
2ayoA1.pdb1	2ayoB1.pdb1
4aybG1.pdb1	4aybC1.pdb1
4aynA1.pdb1	4aynB1.pdb1
2ziyA1.pdb2	2ziyA2.pdb2
4z7fC1.pdb2	4z7fD1.pdb2
5gooB2.pdb1	5gooC2.pdb1
5z7lD1.pdb1	5z7lC1.pdb1
5z7lD1.pdb1	5z7lB1.pdb1
5z7bB1.pdb1	5z7bA1.pdb1
1z7xW1.pdb1	1z7xY1.pdb1
2z7xB1.pdb1	2z7xA1.pdb1
5y7dA2.pdb1	5y7dA1.pdb1
4y7sB1.pdb1	4y7sC1.pdb1
1y7rB1.pdb1	1y7rA1.pdb1
1y7pA3.pdb3	1y7pC3.pdb3
1y71B1.pdb1	1y71A1.pdb1
4y7kE1.pdb1	4y7kD1.pdb1
5y78B1.pdb1	5y78A1.pdb1
5y7yB1.pdb1	5y7yA1.pdb1
4y7dB2.pdb3	4y7dA1.pdb3
2y7cB1.pdb1	2y7cD1.pdb1
2y7cB1.pdb1	2y7cC1.pdb1
2y7cC1.pdb1	2y7cA1.pdb1
2y7cE1.pdb1	2y7cA1.pdb1
4y7mB1.pdb2	4y7mD1.pdb2
5w6sA3.pdb1	5w6sA2.pdb1
4w66B1.pdb1	4w66A1.pdb1
4w6yB1.pdb1	4w6yA1.pdb1
3w6wB1.pdb1	3w6wA1.pdb1
4w6xA1.pdb1	4w6xB1.pdb1
2w6iG1.pdb1	2w6iH1.pdb1
2w6iH1.pdb1	2w6iI1.pdb1
3w6jC1.pdb1	3w6jA1.pdb1
5w6hB1.pdb1	5w6hC1.pdb1
2w6aB1.pdb1	2w6aA1.pdb1
3ezjH2.pdb3	3ezjG2.pdb3
3ez7A2.pdb1	3ez7A1.pdb1
4ezpB1.pdb3	4ezpD1.pdb3
3ez0D1.pdb2	3ez0C1.pdb2
3ezuA2.pdb1	3ezuA1.pdb1
4ezuB4.pdb1	4ezuA4.pdb1
3ezhA1.pdb1	3ezhB1.pdb1
5eznE1.pdb1	5eznA1.pdb1
3ezqH1.pdb2	3ezqG1.pdb2
3ezqE1.pdb2	3ezqG1.pdb2
3ezkE1.pdb1	3ezkD1.pdb1
6ez8B1.pdb1	6ez8A1.pdb1
5ez0H1.pdb4	5ez0D1.pdb4
3ezxA2.pdb2	3ezxA1.pdb2
4ezvD1.pdb3	4ezvC1.pdb3
1ezjA1.pdb1	1ezjA3.pdb1
1ezgB1.pdb1	1ezgA1.pdb1
5ezuB2.pdb1	5ezuA2.pdb1
5ezoL1.pdb1	5ezoA1.pdb1
5tihH1.pdb1	5tihA1.pdb1
4ezgB1.pdb1	4ezgA1.pdb1
