6qvdB1.pdb1	6qvdA1.pdb1	2502.8
6qv7A1.pdb1	6qv7A4.pdb1	283.35
6qv7A3.pdb1	6qv7A4.pdb1	948.6
3qv1I2.pdb2	3qv1F2.pdb2	565.95
3qv1I2.pdb2	3qv1E1.pdb2	261.15
3qv1E2.pdb2	3qv1F2.pdb2	430.65
3qv1E2.pdb2	3qv1I1.pdb2	261.15
3qv1E2.pdb2	3qv1E1.pdb2	1961.6
3qv1E2.pdb2	3qv1F1.pdb2	1363.5
3qv1F2.pdb2	3qv1E1.pdb2	1363.5
3qv1F2.pdb2	3qv1F1.pdb2	1924.7
3qv1I1.pdb2	3qv1F1.pdb2	565.95
3qv1E1.pdb2	3qv1F1.pdb2	430.65
4qvhB2.pdb1	4qvhA1.pdb1	814.95
6qvfB1.pdb1	6qvfA1.pdb1	926.55
3qvtA4.pdb1	3qvtA3.pdb1	1072.75
3qvtA4.pdb1	3qvtA1.pdb1	2410.2
3qvtA4.pdb1	3qvtA2.pdb1	218.3
3qvtA3.pdb1	3qvtA1.pdb1	218.3
3qvtA3.pdb1	3qvtA2.pdb1	2410.2
3qvtA1.pdb1	3qvtA2.pdb1	1072.8
2qvoA1.pdb2	2qvoA2.pdb2	1124.6
3qv1E1.pdb5	3qv1F2.pdb5	1363.5
3qv1E1.pdb5	3qv1I2.pdb5	261.15
3qv1F2.pdb5	3qv1I2.pdb5	565.95
2qvzX2.pdb1	2qvzX1.pdb1	1383.65
4qveA1.pdb1	4qveB1.pdb1	1070.9
2qvaB1.pdb2	2qvaB2.pdb2	511.5
2qvaB1.pdb2	2qvaC1.pdb2	1707.3
2qvaC2.pdb2	2qvaB2.pdb2	1707.35
2qvaC2.pdb2	2qvaC1.pdb2	504.85
3qvlB2.pdb2	3qvlB3.pdb2	126.4
3qvlB2.pdb2	3qvlB6.pdb2	1590.6
3qvlB2.pdb2	3qvlB4.pdb2	1654.7
3qvlB2.pdb2	3qvlB1.pdb2	126.35
3qvlB3.pdb2	3qvlB6.pdb2	1654.7
3qvlB3.pdb2	3qvlB5.pdb2	1590.6
3qvlB3.pdb2	3qvlB1.pdb2	126.35
3qvlB6.pdb2	3qvlB4.pdb2	126.4
3qvlB6.pdb2	3qvlB5.pdb2	126.35
3qvlB4.pdb2	3qvlB5.pdb2	126.35
3qvlB4.pdb2	3qvlB1.pdb2	1590.6
3qvlB5.pdb2	3qvlB1.pdb2	1654.6
4qvtE1.pdb5	4qvtH1.pdb5	44.2
4qvtE1.pdb5	4qvtG1.pdb5	434.5
4qvtE1.pdb5	4qvtD1.pdb5	401.7
4qvtE1.pdb5	4qvtC1.pdb5	84.6
4qvtE1.pdb5	4qvtF1.pdb5	2444.6
4qvtH1.pdb5	4qvtG1.pdb5	2427.05
4qvtH1.pdb5	4qvtA1.pdb5	83.7
4qvtH1.pdb5	4qvtB1.pdb5	463.6
4qvtH1.pdb5	4qvtF1.pdb5	489.8
4qvtG1.pdb5	4qvtA1.pdb5	474.3
4qvtG1.pdb5	4qvtB1.pdb5	48.95
4qvtG1.pdb5	4qvtF1.pdb5	86.65
4qvtA1.pdb5	4qvtD1.pdb5	487.6
4qvtA1.pdb5	4qvtB1.pdb5	2430.2
4qvtA1.pdb5	4qvtC1.pdb5	43.55
4qvtD1.pdb5	4qvtB1.pdb5	85.55
4qvtD1.pdb5	4qvtC1.pdb5	2439.3
4qvtD1.pdb5	4qvtF1.pdb5	42.9
4qvtB1.pdb5	4qvtC1.pdb5	448.5
4qvtC1.pdb5	4qvtF1.pdb5	485.95
4qvtC1.pdb2	4qvtD1.pdb2	2439.3
4qvgC1.pdb2	4qvgB1.pdb2	3544.15
4qvxB1.pdb1	4qvxA1.pdb1	448.05
1qvoE2.pdb1	1qvoD1.pdb1	342.35
1qvoE2.pdb1	1qvoA2.pdb1	3.45
1qvoE2.pdb1	1qvoD2.pdb1	1302.1
1qvoE2.pdb1	1qvoB2.pdb1	66.4
1qvoB1.pdb1	1qvoE1.pdb1	66.4
1qvoB1.pdb1	1qvoA1.pdb1	1313.1
1qvoD1.pdb1	1qvoE1.pdb1	1302.1
1qvoD1.pdb1	1qvoF1.pdb1	1011.0
1qvoD1.pdb1	1qvoA2.pdb1	511.1
1qvoD1.pdb1	1qvoD2.pdb1	170.85
1qvoD1.pdb1	1qvoB2.pdb1	262.45
1qvoE1.pdb1	1qvoA1.pdb1	3.45
1qvoA1.pdb1	1qvoC1.pdb1	1015.0
1qvoF1.pdb1	1qvoA2.pdb1	174.8
1qvoF1.pdb1	1qvoB2.pdb1	41.1
1qvoF2.pdb1	1qvoD2.pdb1	1011.0
1qvoA2.pdb1	1qvoB2.pdb1	1313.1
1qvoA2.pdb1	1qvoC2.pdb1	1015.0
4qv1S1.pdb1	4qv1a1.pdb1	587.35
4qv1S1.pdb1	4qv1Z1.pdb1	352.6
4qv1S1.pdb1	4qv1O1.pdb1	58.65
4qv1S1.pdb1	4qv1T1.pdb1	1331.2
4qv1S1.pdb1	4qv1R1.pdb1	1030.15
4qv1S1.pdb1	4qv1P1.pdb1	123.6
4qv1J1.pdb1	4qv1B1.pdb1	538.8
4qv1J1.pdb1	4qv1Y1.pdb1	748.45
4qv1J1.pdb1	4qv1C1.pdb1	405.25
4qv1J1.pdb1	4qv1K1.pdb1	645.35
4qv1J1.pdb1	4qv1X1.pdb1	702.5
4qv1J1.pdb1	4qv1I1.pdb1	563.65
4qv1a1.pdb1	4qv1G1.pdb1	75.15
4qv1a1.pdb1	4qv1Z1.pdb1	937.35
4qv1a1.pdb1	4qv1b1.pdb1	629.35
4qv1a1.pdb1	4qv1H1.pdb1	937.85
4qv1a1.pdb1	4qv1T1.pdb1	454.2
4qv1a1.pdb1	4qv1N1.pdb1	1351.75
4qv1A1.pdb1	4qv1G1.pdb1	1401.15
4qv1A1.pdb1	4qv1B1.pdb1	1360.25
4qv1A1.pdb1	4qv1H1.pdb1	659.85
4qv1A1.pdb1	4qv1C1.pdb1	85.6
4qv1A1.pdb1	4qv1D1.pdb1	22.3
4qv1A1.pdb1	4qv1F1.pdb1	157.85
4qv1A1.pdb1	4qv1E1.pdb1	59.75
4qv1A1.pdb1	4qv1I1.pdb1	532.7
4qv1G1.pdb1	4qv1B1.pdb1	131.85
4qv1G1.pdb1	4qv1H1.pdb1	642.45
4qv1G1.pdb1	4qv1N1.pdb1	460.0
4qv1G1.pdb1	4qv1F1.pdb1	1361.9
4qv1Z1.pdb1	4qv1Y1.pdb1	681.9
4qv1Z1.pdb1	4qv1H1.pdb1	1458.35
4qv1Z1.pdb1	4qv1R1.pdb1	531.05
4qv1Z1.pdb1	4qv1I1.pdb1	719.45
4qv1B1.pdb1	4qv1H1.pdb1	272.45
4qv1B1.pdb1	4qv1C1.pdb1	1550.1
4qv1B1.pdb1	4qv1D1.pdb1	111.75
4qv1B1.pdb1	4qv1F1.pdb1	143.0
4qv1B1.pdb1	4qv1E1.pdb1	129.55
4qv1B1.pdb1	4qv1I1.pdb1	484.2
4qv1b1.pdb1	4qv1M1.pdb1	1352.05
4qv1b1.pdb1	4qv1T1.pdb1	487.2
4qv1b1.pdb1	4qv1U1.pdb1	456.85
4qv1b1.pdb1	4qv1V1.pdb1	490.55
4qv1b1.pdb1	4qv1N1.pdb1	639.65
4qv1M1.pdb1	4qv1L1.pdb1	935.05
4qv1M1.pdb1	4qv1U1.pdb1	71.85
4qv1M1.pdb1	4qv1V1.pdb1	933.7
4qv1M1.pdb1	4qv1N1.pdb1	629.6
4qv1M1.pdb1	4qv1F1.pdb1	451.3
4qv1M1.pdb1	4qv1E1.pdb1	583.05
4qv1Y1.pdb1	4qv1H1.pdb1	92.45
4qv1Y1.pdb1	4qv1Q1.pdb1	323.85
4qv1Y1.pdb1	4qv1X1.pdb1	649.4
4qv1Y1.pdb1	4qv1R1.pdb1	424.8
4qv1Y1.pdb1	4qv1I1.pdb1	968.75
4qv1L1.pdb1	4qv1D1.pdb1	531.8
4qv1L1.pdb1	4qv1K1.pdb1	679.05
4qv1L1.pdb1	4qv1W1.pdb1	713.95
4qv1L1.pdb1	4qv1V1.pdb1	1464.15
4qv1L1.pdb1	4qv1E1.pdb1	350.05
4qv1H1.pdb1	4qv1N1.pdb1	488.15
4qv1H1.pdb1	4qv1I1.pdb1	1619.15
4qv1C1.pdb1	4qv1D1.pdb1	1268.3
4qv1C1.pdb1	4qv1K1.pdb1	328.35
4qv1O1.pdb1	4qv1T1.pdb1	156.1
4qv1O1.pdb1	4qv1Q1.pdb1	89.3
4qv1O1.pdb1	4qv1W1.pdb1	533.8
4qv1O1.pdb1	4qv1R1.pdb1	24.85
4qv1O1.pdb1	4qv1P1.pdb1	1358.8
4qv1O1.pdb1	4qv1U1.pdb1	1418.5
4qv1O1.pdb1	4qv1V1.pdb1	655.4
4qv1T1.pdb1	4qv1P1.pdb1	142.25
4qv1T1.pdb1	4qv1U1.pdb1	1363.35
4qv1D1.pdb1	4qv1K1.pdb1	425.95
4qv1D1.pdb1	4qv1E1.pdb1	1016.15
4qv1K1.pdb1	4qv1W1.pdb1	977.2
4qv1K1.pdb1	4qv1X1.pdb1	748.05
4qv1K1.pdb1	4qv1V1.pdb1	92.5
4qv1Q1.pdb1	4qv1X1.pdb1	401.0
4qv1Q1.pdb1	4qv1R1.pdb1	1263.15
4qv1Q1.pdb1	4qv1P1.pdb1	1527.55
4qv1W1.pdb1	4qv1X1.pdb1	559.95
4qv1W1.pdb1	4qv1P1.pdb1	480.0
4qv1W1.pdb1	4qv1V1.pdb1	1621.35
4qv1X1.pdb1	4qv1P1.pdb1	548.35
4qv1R1.pdb1	4qv1P1.pdb1	113.3
4qv1P1.pdb1	4qv1U1.pdb1	138.35
4qv1P1.pdb1	4qv1V1.pdb1	275.05
4qv1U1.pdb1	4qv1V1.pdb1	641.05
4qv1N1.pdb1	4qv1F1.pdb1	481.4
4qv1F1.pdb1	4qv1E1.pdb1	1325.7
3qvbA2.pdb1	3qvbA1.pdb1	1035.1
1qvbA2.pdb1	1qvbB1.pdb1	833.0
1qvbA2.pdb1	1qvbB2.pdb1	879.4
1qvbB1.pdb1	1qvbA1.pdb1	879.4
1qvbA1.pdb1	1qvbB2.pdb1	833.0
3qvjB6.pdb2	3qvjB2.pdb2	1636.9
3qvjB6.pdb2	3qvjB5.pdb2	148.05
3qvjB6.pdb2	3qvjB3.pdb2	1463.4
3qvjB6.pdb2	3qvjB4.pdb2	148.05
3qvjB2.pdb2	3qvjB1.pdb2	148.05
3qvjB2.pdb2	3qvjB3.pdb2	148.05
3qvjB2.pdb2	3qvjB4.pdb2	1463.4
3qvjB1.pdb2	3qvjB5.pdb2	1463.4
3qvjB1.pdb2	3qvjB3.pdb2	148.05
3qvjB1.pdb2	3qvjB4.pdb2	1636.85
3qvjB5.pdb2	3qvjB3.pdb2	1636.85
3qvjB5.pdb2	3qvjB4.pdb2	148.05
4qvtG1.pdb4	4qvtH1.pdb4	2427.05
3qvkA5.pdb1	3qvkA2.pdb1	1711.0
3qvkA5.pdb1	3qvkA6.pdb1	123.35
3qvkA5.pdb1	3qvkA4.pdb1	123.4
3qvkA5.pdb1	3qvkA3.pdb1	1645.9
3qvkA2.pdb1	3qvkA6.pdb1	1646.0
3qvkA2.pdb1	3qvkA3.pdb1	123.4
3qvkA2.pdb1	3qvkA1.pdb1	123.4
3qvkA6.pdb1	3qvkA4.pdb1	123.4
3qvkA6.pdb1	3qvkA1.pdb1	1711.0
3qvkA4.pdb1	3qvkA3.pdb1	1711.0
3qvkA4.pdb1	3qvkA1.pdb1	1645.9
3qvkA3.pdb1	3qvkA1.pdb1	123.4
4qvuA1.pdb2	4qvuA2.pdb2	1463.4
6qvaA1.pdb1	6qvaA2.pdb1	933.8
4qv0Y1.pdb1	4qv0I1.pdb1	979.8
4qv0Y1.pdb1	4qv0R1.pdb1	418.6
4qv0Y1.pdb1	4qv0X1.pdb1	657.85
4qv0Y1.pdb1	4qv0Q1.pdb1	334.35
4qv0Y1.pdb1	4qv0J1.pdb1	759.8
4qv0Y1.pdb1	4qv0Z1.pdb1	668.3
4qv0Y1.pdb1	4qv0H1.pdb1	91.6
4qv0Y1.pdb1	4qv0T1.pdb1	0.05
4qv0M1.pdb1	4qv0F1.pdb1	461.85
4qv0M1.pdb1	4qv0V1.pdb1	940.6
4qv0M1.pdb1	4qv0E1.pdb1	585.65
4qv0M1.pdb1	4qv0L1.pdb1	928.85
4qv0M1.pdb1	4qv0N1.pdb1	631.5
4qv0M1.pdb1	4qv0b1.pdb1	1369.45
4qv0M1.pdb1	4qv0T1.pdb1	0.05
4qv0M1.pdb1	4qv0U1.pdb1	76.2
4qv0G1.pdb1	4qv0F1.pdb1	1383.2
4qv0G1.pdb1	4qv0a1.pdb1	77.25
4qv0G1.pdb1	4qv0A1.pdb1	1400.3
4qv0G1.pdb1	4qv0N1.pdb1	457.4
4qv0G1.pdb1	4qv0B1.pdb1	129.6
4qv0G1.pdb1	4qv0H1.pdb1	644.95
4qv0G1.pdb1	4qv0T1.pdb1	0.05
4qv0I1.pdb1	4qv0A1.pdb1	526.6
4qv0I1.pdb1	4qv0J1.pdb1	572.75
4qv0I1.pdb1	4qv0Z1.pdb1	724.05
4qv0I1.pdb1	4qv0B1.pdb1	482.7
4qv0I1.pdb1	4qv0H1.pdb1	1637.95
4qv0I1.pdb1	4qv0T1.pdb1	0.05
4qv0R1.pdb1	4qv0O1.pdb1	24.3
4qv0R1.pdb1	4qv0P1.pdb1	116.9
4qv0R1.pdb1	4qv0Q1.pdb1	1268.55
4qv0R1.pdb1	4qv0Z1.pdb1	537.3
4qv0R1.pdb1	4qv0T1.pdb1	0.05
4qv0R1.pdb1	4qv0S1.pdb1	1020.9
4qv0W1.pdb1	4qv0X1.pdb1	564.1
4qv0W1.pdb1	4qv0O1.pdb1	523.35
4qv0W1.pdb1	4qv0P1.pdb1	483.95
4qv0W1.pdb1	4qv0V1.pdb1	1631.4
4qv0W1.pdb1	4qv0K1.pdb1	983.4
4qv0W1.pdb1	4qv0L1.pdb1	720.45
4qv0W1.pdb1	4qv0T1.pdb1	0.05
4qv0X1.pdb1	4qv0P1.pdb1	540.5
4qv0X1.pdb1	4qv0Q1.pdb1	405.15
4qv0X1.pdb1	4qv0J1.pdb1	713.5
4qv0X1.pdb1	4qv0K1.pdb1	758.5
4qv0X1.pdb1	4qv0T1.pdb1	0.05
4qv0O1.pdb1	4qv0P1.pdb1	1368.3
4qv0O1.pdb1	4qv0V1.pdb1	656.0
4qv0O1.pdb1	4qv0Q1.pdb1	92.05
4qv0O1.pdb1	4qv0T1.pdb1	159.05
4qv0O1.pdb1	4qv0S1.pdb1	60.35
4qv0O1.pdb1	4qv0U1.pdb1	1418.85
4qv0F1.pdb1	4qv0A1.pdb1	155.25
4qv0F1.pdb1	4qv0E1.pdb1	1325.4
4qv0F1.pdb1	4qv0N1.pdb1	489.95
4qv0F1.pdb1	4qv0B1.pdb1	140.85
4qv0F1.pdb1	4qv0T1.pdb1	0.05
4qv0P1.pdb1	4qv0V1.pdb1	282.6
4qv0P1.pdb1	4qv0Q1.pdb1	1523.7
4qv0P1.pdb1	4qv0T1.pdb1	140.45
4qv0P1.pdb1	4qv0S1.pdb1	126.2
4qv0P1.pdb1	4qv0U1.pdb1	136.65
4qv0C1.pdb1	4qv0A1.pdb1	88.1
4qv0C1.pdb1	4qv0D1.pdb1	1269.1
4qv0C1.pdb1	4qv0J1.pdb1	405.5
4qv0C1.pdb1	4qv0K1.pdb1	333.9
4qv0C1.pdb1	4qv0B1.pdb1	1554.45
4qv0C1.pdb1	4qv0T1.pdb1	0.05
4qv0V1.pdb1	4qv0K1.pdb1	95.6
4qv0V1.pdb1	4qv0L1.pdb1	1473.75
4qv0V1.pdb1	4qv0b1.pdb1	504.75
4qv0V1.pdb1	4qv0T1.pdb1	0.05
4qv0V1.pdb1	4qv0U1.pdb1	640.15
4qv0a1.pdb1	4qv0Z1.pdb1	936.0
4qv0a1.pdb1	4qv0N1.pdb1	1367.0
4qv0a1.pdb1	4qv0b1.pdb1	627.3
4qv0a1.pdb1	4qv0H1.pdb1	937.9
4qv0a1.pdb1	4qv0T1.pdb1	458.05
4qv0a1.pdb1	4qv0S1.pdb1	599.6
4qv0A1.pdb1	4qv0D1.pdb1	23.7
4qv0A1.pdb1	4qv0E1.pdb1	61.2
4qv0A1.pdb1	4qv0B1.pdb1	1367.6
4qv0A1.pdb1	4qv0H1.pdb1	654.0
4qv0A1.pdb1	4qv0T1.pdb1	0.05
4qv0D1.pdb1	4qv0K1.pdb1	421.55
4qv0D1.pdb1	4qv0E1.pdb1	1004.9
4qv0D1.pdb1	4qv0L1.pdb1	528.4
4qv0D1.pdb1	4qv0B1.pdb1	115.5
4qv0D1.pdb1	4qv0T1.pdb1	0.05
4qv0Q1.pdb1	4qv0T1.pdb1	0.05
4qv0J1.pdb1	4qv0K1.pdb1	653.7
4qv0J1.pdb1	4qv0B1.pdb1	540.9
4qv0J1.pdb1	4qv0T1.pdb1	0.05
4qv0K1.pdb1	4qv0L1.pdb1	661.7
4qv0K1.pdb1	4qv0T1.pdb1	0.05
4qv0E1.pdb1	4qv0L1.pdb1	353.7
4qv0E1.pdb1	4qv0B1.pdb1	133.05
4qv0E1.pdb1	4qv0T1.pdb1	0.05
4qv0L1.pdb1	4qv0T1.pdb1	0.05
4qv0Z1.pdb1	4qv0H1.pdb1	1461.85
4qv0Z1.pdb1	4qv0T1.pdb1	0.05
4qv0Z1.pdb1	4qv0S1.pdb1	353.3
4qv0N1.pdb1	4qv0b1.pdb1	636.55
4qv0N1.pdb1	4qv0H1.pdb1	505.0
4qv0N1.pdb1	4qv0T1.pdb1	0.05
4qv0b1.pdb1	4qv0T1.pdb1	491.1
4qv0b1.pdb1	4qv0U1.pdb1	455.95
4qv0B1.pdb1	4qv0H1.pdb1	280.05
4qv0B1.pdb1	4qv0T1.pdb1	0.05
4qv0H1.pdb1	4qv0T1.pdb1	0.05
4qv0T1.pdb1	4qv0S1.pdb1	1333.5
4qv0T1.pdb1	4qv0U1.pdb1	1370.0
3qvaA1.pdb1	3qvaB1.pdb1	858.8
3qvaA1.pdb1	3qvaC1.pdb1	251.5
3qvaA1.pdb1	3qvaD1.pdb1	430.15
3qvaB1.pdb1	3qvaC1.pdb1	384.7
3qvaB1.pdb1	3qvaD1.pdb1	251.05
3qvaC1.pdb1	3qvaD1.pdb1	861.7
3qv6A2.pdb1	3qv6D1.pdb1	849.3
3qv6A2.pdb1	3qv6D2.pdb1	2239.7
3qv6D1.pdb1	3qv6A1.pdb1	2239.75
3qv6D2.pdb1	3qv6A1.pdb1	849.35
1qvtD4.pdb4	1qvtE2.pdb4	30.3
1qvtD4.pdb4	1qvtE4.pdb4	1543.1
1qvtD4.pdb4	1qvtB6.pdb4	916.15
1qvtD4.pdb4	1qvtD2.pdb4	368.8
1qvtD4.pdb4	1qvtB7.pdb4	214.45
1qvtA6.pdb4	1qvtB8.pdb4	97.7
1qvtA6.pdb4	1qvtA8.pdb4	893.05
1qvtA6.pdb4	1qvtB6.pdb4	1516.55
1qvtE1.pdb4	1qvtD3.pdb4	30.3
1qvtE1.pdb4	1qvtD1.pdb4	1543.1
1qvtE1.pdb4	1qvtB8.pdb4	7.25
1qvtE1.pdb4	1qvtE3.pdb4	154.35
1qvtD3.pdb4	1qvtD1.pdb4	368.8
1qvtD3.pdb4	1qvtB8.pdb4	214.45
1qvtD3.pdb4	1qvtB5.pdb4	916.15
1qvtD3.pdb4	1qvtE3.pdb4	1543.1
1qvtE2.pdb4	1qvtE4.pdb4	154.35
1qvtE2.pdb4	1qvtD2.pdb4	1543.1
1qvtE2.pdb4	1qvtB7.pdb4	7.25
1qvtD1.pdb4	1qvtB8.pdb4	916.15
1qvtD1.pdb4	1qvtB5.pdb4	214.45
1qvtD1.pdb4	1qvtE3.pdb4	30.3
1qvtB8.pdb4	1qvtA8.pdb4	1516.55
1qvtB8.pdb4	1qvtB5.pdb4	244.8
1qvtB8.pdb4	1qvtB6.pdb4	164.3
1qvtB8.pdb4	1qvtB7.pdb4	70.7
1qvtA8.pdb4	1qvtB6.pdb4	97.65
1qvtB5.pdb4	1qvtA7.pdb4	97.65
1qvtB5.pdb4	1qvtA5.pdb4	1516.55
1qvtB5.pdb4	1qvtB6.pdb4	70.7
1qvtB5.pdb4	1qvtE3.pdb4	7.25
1qvtB5.pdb4	1qvtB7.pdb4	164.3
1qvtA7.pdb4	1qvtA5.pdb4	893.05
1qvtA7.pdb4	1qvtB7.pdb4	1516.55
1qvtE4.pdb4	1qvtB6.pdb4	7.25
1qvtE4.pdb4	1qvtD2.pdb4	30.3
1qvtA5.pdb4	1qvtB7.pdb4	97.7
1qvtB6.pdb4	1qvtD2.pdb4	214.45
1qvtB6.pdb4	1qvtB7.pdb4	244.8
1qvtD2.pdb4	1qvtB7.pdb4	916.15
3qviA1.pdb2	3qviB1.pdb2	3824.4
3qvgC1.pdb3	3qvgD1.pdb3	872.25
3qvqB1.pdb2	3qvqC2.pdb2	1027.3
2qv6B1.pdb1	2qv6A1.pdb1	492.4
2qv6B1.pdb1	2qv6C1.pdb1	769.4
2qv6B1.pdb1	2qv6D1.pdb1	3071.5
2qv6A1.pdb1	2qv6C1.pdb1	3101.55
2qv6A1.pdb1	2qv6D1.pdb1	749.9
2qv6C1.pdb1	2qv6D1.pdb1	481.75
3qv4C1.pdb1	3qv4A1.pdb1	313.4
3qv4C1.pdb1	3qv4D1.pdb1	513.1
3qv4A1.pdb1	3qv4D1.pdb1	71.2
3qv4A1.pdb1	3qv4B1.pdb1	767.45
3qv4D1.pdb1	3qv4B1.pdb1	75.35
4qv5D1.pdb1	4qv5A1.pdb1	21.6
4qv5D1.pdb1	4qv5L1.pdb1	535.7
4qv5D1.pdb1	4qv5C1.pdb1	1273.4
4qv5D1.pdb1	4qv5B1.pdb1	115.55
4qv5D1.pdb1	4qv5K1.pdb1	425.45
4qv5D1.pdb1	4qv5E1.pdb1	1021.45
4qv5S1.pdb1	4qv5a1.pdb1	590.05
4qv5S1.pdb1	4qv5O1.pdb1	58.55
4qv5S1.pdb1	4qv5Z1.pdb1	355.45
4qv5S1.pdb1	4qv5R1.pdb1	1037.1
4qv5S1.pdb1	4qv5T1.pdb1	1339.65
4qv5S1.pdb1	4qv5P1.pdb1	120.85
4qv5V1.pdb1	4qv5O1.pdb1	657.65
4qv5V1.pdb1	4qv5U1.pdb1	642.9
4qv5V1.pdb1	4qv5L1.pdb1	1465.75
4qv5V1.pdb1	4qv5P1.pdb1	283.2
4qv5V1.pdb1	4qv5M1.pdb1	935.95
4qv5V1.pdb1	4qv5b1.pdb1	492.15
4qv5V1.pdb1	4qv5W1.pdb1	1625.95
4qv5V1.pdb1	4qv5K1.pdb1	94.4
4qv5a1.pdb1	4qv5N1.pdb1	1356.25
4qv5a1.pdb1	4qv5Z1.pdb1	940.5
4qv5a1.pdb1	4qv5T1.pdb1	453.65
4qv5a1.pdb1	4qv5b1.pdb1	632.6
4qv5a1.pdb1	4qv5H1.pdb1	940.95
4qv5a1.pdb1	4qv5G1.pdb1	76.95
4qv5A1.pdb1	4qv5F1.pdb1	160.0
4qv5A1.pdb1	4qv5C1.pdb1	84.1
4qv5A1.pdb1	4qv5I1.pdb1	533.65
4qv5A1.pdb1	4qv5B1.pdb1	1364.3
4qv5A1.pdb1	4qv5H1.pdb1	663.5
4qv5A1.pdb1	4qv5G1.pdb1	1403.05
4qv5A1.pdb1	4qv5E1.pdb1	59.8
4qv5O1.pdb1	4qv5U1.pdb1	1417.15
4qv5O1.pdb1	4qv5R1.pdb1	25.7
4qv5O1.pdb1	4qv5T1.pdb1	156.05
4qv5O1.pdb1	4qv5P1.pdb1	1375.6
4qv5O1.pdb1	4qv5W1.pdb1	533.95
4qv5O1.pdb1	4qv5Q1.pdb1	91.0
4qv5N1.pdb1	4qv5F1.pdb1	484.05
4qv5N1.pdb1	4qv5M1.pdb1	631.15
4qv5N1.pdb1	4qv5b1.pdb1	643.75
4qv5N1.pdb1	4qv5H1.pdb1	492.5
4qv5N1.pdb1	4qv5G1.pdb1	458.15
4qv5Z1.pdb1	4qv5R1.pdb1	538.15
4qv5Z1.pdb1	4qv5I1.pdb1	734.75
4qv5Z1.pdb1	4qv5H1.pdb1	1460.45
4qv5Z1.pdb1	4qv5Y1.pdb1	695.8
4qv5U1.pdb1	4qv5T1.pdb1	1367.55
4qv5U1.pdb1	4qv5P1.pdb1	137.3
4qv5U1.pdb1	4qv5M1.pdb1	74.0
4qv5U1.pdb1	4qv5b1.pdb1	455.5
4qv5R1.pdb1	4qv5P1.pdb1	120.7
4qv5R1.pdb1	4qv5Q1.pdb1	1269.05
4qv5R1.pdb1	4qv5Y1.pdb1	425.5
4qv5F1.pdb1	4qv5M1.pdb1	451.15
4qv5F1.pdb1	4qv5B1.pdb1	141.3
4qv5F1.pdb1	4qv5G1.pdb1	1367.5
4qv5F1.pdb1	4qv5E1.pdb1	1322.55
4qv5L1.pdb1	4qv5M1.pdb1	937.95
4qv5L1.pdb1	4qv5W1.pdb1	733.3
4qv5L1.pdb1	4qv5K1.pdb1	698.3
4qv5L1.pdb1	4qv5E1.pdb1	347.4
4qv5C1.pdb1	4qv5J1.pdb1	406.55
4qv5C1.pdb1	4qv5B1.pdb1	1548.5
4qv5C1.pdb1	4qv5K1.pdb1	330.9
4qv5J1.pdb1	4qv5I1.pdb1	566.65
4qv5J1.pdb1	4qv5B1.pdb1	536.55
4qv5J1.pdb1	4qv5X1.pdb1	708.25
4qv5J1.pdb1	4qv5K1.pdb1	649.6
4qv5J1.pdb1	4qv5Y1.pdb1	751.35
4qv5T1.pdb1	4qv5P1.pdb1	138.05
4qv5T1.pdb1	4qv5b1.pdb1	485.15
4qv5P1.pdb1	4qv5W1.pdb1	490.6
4qv5P1.pdb1	4qv5X1.pdb1	542.1
4qv5P1.pdb1	4qv5Q1.pdb1	1508.95
4qv5M1.pdb1	4qv5b1.pdb1	1356.45
4qv5M1.pdb1	4qv5E1.pdb1	591.55
4qv5I1.pdb1	4qv5B1.pdb1	490.75
4qv5I1.pdb1	4qv5H1.pdb1	1621.95
4qv5I1.pdb1	4qv5Y1.pdb1	967.55
4qv5B1.pdb1	4qv5H1.pdb1	277.8
4qv5B1.pdb1	4qv5G1.pdb1	131.7
4qv5B1.pdb1	4qv5E1.pdb1	129.5
4qv5W1.pdb1	4qv5X1.pdb1	565.45
4qv5W1.pdb1	4qv5K1.pdb1	980.5
4qv5X1.pdb1	4qv5Q1.pdb1	399.9
4qv5X1.pdb1	4qv5K1.pdb1	749.7
4qv5X1.pdb1	4qv5Y1.pdb1	650.85
4qv5Q1.pdb1	4qv5Y1.pdb1	326.05
4qv5H1.pdb1	4qv5Y1.pdb1	93.8
4qv5H1.pdb1	4qv5G1.pdb1	643.05
3qv8A1.pdb1	3qv8D1.pdb1	2201.7
3qv8A1.pdb1	3qv8D2.pdb1	870.45
3qv8D1.pdb1	3qv8A2.pdb1	870.45
3qv8A2.pdb1	3qv8D2.pdb1	2201.7
2qvkA1.pdb2	2qvkA2.pdb2	492.9
3qvwA1.pdb1	3qvwA3.pdb1	212.8
3qvwA1.pdb1	3qvwA2.pdb1	1085.6
3qvwA1.pdb1	3qvwA4.pdb1	2398.8
3qvwA3.pdb1	3qvwA2.pdb1	2398.8
3qvwA3.pdb1	3qvwA4.pdb1	1085.5
3qvwA2.pdb1	3qvwA4.pdb1	212.8
3qvlA2.pdb1	3qvlA5.pdb1	1630.3
3qvlA2.pdb1	3qvlA6.pdb1	1642.7
3qvlA2.pdb1	3qvlA3.pdb1	126.35
3qvlA2.pdb1	3qvlA1.pdb1	126.4
3qvlA5.pdb1	3qvlA6.pdb1	126.4
